# Year   Month    mean SSN   std SSN
  1901      02        2.36      0.62
  1901      03        2.70      1.24
  1901      04        2.00      0.00
  1901      05        3.49      1.91
  1901      06        2.93      1.06
  1901      07        2.10      0.30
  1901      08        2.15      0.40
  1901      09        2.09      0.35
  1901      10        2.60      0.94
  1901      11        2.60      0.67
  1901      12        2.00      0.00
  1902      01        2.89      1.27
  1902      02        2.00      0.00
  1902      03        3.70      2.22
  1902      04        2.00      0.00
  1902      05        2.44      0.60
  1902      06        2.22      0.53
  1902      07        2.15      0.47
  1902      08        2.35      0.56
  1902      09        3.17      1.54
  1902      10        4.42      1.60
  1902      11        3.52      1.87
  1902      12        2.17      0.54
  1903      01        3.30      1.08
  1903      02        4.64      1.02
  1903      03        3.94      1.92
  1903      04        5.56      1.97
  1903      05        4.05      1.93
  1903      06        4.29      2.02
  1903      07        5.84      1.63
  1903      08        5.71      2.36
  1903      09        3.70      1.52
  1903      10        6.68      2.62
  1903      11        7.10      2.92
  1903      12        7.47      2.19
  1904      01        6.19      1.91
  1904      02        5.56      1.28
  1904      03        6.80      1.74
  1904      04        7.39      1.53
  1904      05        7.10      1.39
  1904      06        7.31      1.44
  1904      07        8.04      1.57
  1904      08        8.51      2.14
  1904      09        6.11      1.63
  1904      10        8.35      1.44
  1904      11        6.93      1.55
  1904      12        8.11      2.58
  1905      01        8.19      2.35
  1905      02       10.49      1.93
  1905      03        8.33      2.41
  1905      04        7.12      1.17
  1905      05        7.63      2.32
  1905      06        7.98      1.10
  1905      07        9.17      3.56
  1905      08        8.65      1.78
  1905      09        8.27      2.13
  1905      10       10.08      1.66
  1905      11       11.79      1.86
  1905      12        8.51      1.16
  1906      01        7.44      2.22
  1906      02        6.24      1.63
  1906      03        8.82      2.74
  1906      04        8.34      1.95
  1906      05        8.59      1.65
  1906      06        8.74      2.72
  1906      07       11.65      1.21
  1906      08        7.67      2.11
  1906      09        8.53      1.19
  1906      10        4.63      1.65
  1906      11        6.85      2.17
  1906      12        9.10      1.69
  1907      01        9.96      1.40
  1907      02       11.90      1.38
  1907      03        8.58      2.61
  1907      04        8.16      1.81
  1907      05        7.26      2.06
  1907      06        6.92      2.35
  1907      07        7.97      1.57
  1907      08        8.42      1.02
  1907      09       10.57      1.04
  1907      10        9.07      2.09
  1907      11        8.74      2.23
  1907      12        7.65      2.02
  1908      01        6.98      1.77
  1908      02        6.59      1.25
  1908      03        5.92      1.79
  1908      04        8.35      2.55
  1908      05        7.03      2.17
  1908      06        7.68      2.17
  1908      07        6.86      2.29
  1908      08       10.81      1.81
  1908      09       10.65      1.39
  1908      10        6.10      2.44
  1908      11        7.48      2.07
  1908      12        7.10      1.43
  1909      01        8.39      2.22
  1909      02        7.47      2.44
  1909      03        8.85      3.07
  1909      04        6.24      1.95
  1909      05        6.73      1.57
  1909      06        5.30      1.41
  1909      07        6.30      2.83
  1909      08        5.43      1.14
  1909      09        7.00      1.58
  1909      10        8.52      2.21
  1909      11        8.40      1.83
  1909      12        7.99      2.86
  1910      01        5.65      1.74
  1910      02        5.92      2.73
  1910      03        5.23      1.04
  1910      04        3.30      1.17
  1910      05        5.22      1.51
  1910      06        3.85      1.42
  1910      07        4.14      1.48
  1910      08        3.78      1.51
  1910      09        5.52      2.20
  1910      10        6.77      2.28
  1910      11        2.79      1.13
  1910      12        2.93      1.05
  1911      01        2.53      0.70
  1911      02        3.41      1.44
  1911      03        3.24      1.31
  1911      04        4.43      1.72
  1911      05        3.42      1.29
  1911      06        2.35      0.62
  1911      07        2.55      0.76
  1911      08        2.62      0.76
  1911      09        2.65      0.99
  1911      10        2.41      0.70
  1911      11        2.65      0.70
  1911      12        2.35      0.65
  1912      01        2.04      0.23
  1912      02        2.00      0.00
  1912      03        2.79      0.95
  1912      04        2.70      1.19
  1912      05        2.70      0.78
  1912      06        2.64      0.76
  1912      07        2.48      0.80
  1912      08        2.05      0.27
  1912      09        3.51      1.14
  1912      10        2.72      1.18
  1912      11        2.18      0.56
  1912      12        3.00      1.28
  1913      01        2.35      0.56
  1913      02        2.46      0.70
  1913      03        2.06      0.25
  1913      04        2.15      0.45
  1913      05        2.00      0.00
  1913      06        2.00      0.00
  1913      07        2.28      0.60
  1913      08        2.03      0.18
  1913      09        2.19      0.59
  1913      10        2.50      0.74
  1913      11        2.10      0.32
  1913      12        2.61      1.09
  1914      01        2.44      0.93
  1914      02        2.42      0.80
  1914      03        2.49      0.80
  1914      04        4.62      1.31
  1914      05        2.80      1.23
  1914      06        3.64      1.97
  1914      07        2.86      0.89
  1914      08        3.19      1.38
  1914      09        3.84      1.80
  1914      10        3.27      1.29
  1914      11        4.56      1.11
  1914      12        5.18      1.66
  1915      01        5.38      1.25
  1915      02        7.04      2.56
  1915      03        6.87      2.04
  1915      04        6.99      2.50
  1915      05        5.84      3.28
  1915      06        8.56      4.23
  1915      07        9.48      2.24
  1915      08        9.42      1.85
  1915      09        7.93      1.66
  1915      10        8.18      1.99
  1915      11        7.40      1.23
  1915      12        6.64      1.31
  1916      01        7.56      1.71
  1916      02        8.34      2.01
  1916      03        9.26      1.73
  1916      04        9.50      2.18
  1916      05        9.73      1.99
  1916      06        8.89      3.27
  1916      07        7.86      3.04
  1916      08        6.48      2.21
  1916      09        7.37      2.31
  1916      10        7.64      3.00
  1916      11        9.04      2.31
  1916      12        8.12      2.07
  1917      01        9.86      1.36
  1917      02        9.42      2.56
  1917      03       11.15      1.17
  1917      04        9.34      3.46
  1917      05       12.18      1.68
  1917      06       12.26      1.45
  1917      07       12.48      1.75
  1917      08       14.06      2.70
  1917      09       12.91      2.20
  1917      10        9.64      1.72
  1917      11       11.24      1.23
  1917      12       12.85      2.51
  1918      01       11.21      1.30
  1918      02        9.08      2.03
  1918      03        9.61      1.81
  1918      04       10.24      1.36
  1918      05        9.82      2.27
  1918      06        8.21      3.35
  1918      07       11.84      1.57
  1918      08       11.52      1.49
  1918      09       10.16      1.58
  1918      10       10.50      1.53
  1918      11        9.98      3.32
  1918      12        8.60      2.12
  1919      01        7.64      2.35
  1919      02        9.96      2.50
  1919      03        9.22      1.78
  1919      04        8.03      2.02
  1919      05       10.61      2.10
  1919      06       12.05      1.43
  1919      07        9.12      1.62
  1919      08        9.33      2.09
  1919      09        8.45      1.08
  1919      10        8.01      2.41
  1919      11        7.09      2.30
  1919      12        6.60      1.61
  1920      01        7.91      2.31
  1920      02        8.17      2.16
  1920      03        9.09      3.20
  1920      04        4.31      1.15
  1920      05        6.38      1.80
  1920      06        7.06      1.26
  1920      07        5.91      1.22
  1920      08        4.83      1.50
  1920      09        6.54      2.43
  1920      10        8.04      1.13
  1920      11        5.73      1.79
  1920      12        6.05      1.75
  1921      01        6.22      1.76
  1921      02        6.04      0.99
  1921      03        5.64      1.97
  1921      04        6.40      1.45
  1921      05        4.97      2.35
  1921      06        6.30      2.28
  1921      07        6.99      2.55
  1921      08        5.15      2.06
  1921      09        4.68      1.47
  1921      10        4.48      2.19
  1921      11        4.48      2.16
  1921      12        4.71      2.47
  1922      01        3.85      1.47
  1922      02        5.44      2.45
  1922      03        7.81      3.45
  1922      04        3.67      1.68
  1922      05        3.21      1.44
  1922      06        2.91      1.04
  1922      07        3.65      1.66
  1922      08        3.03      1.29
  1922      09        2.71      0.65
  1922      10        2.99      1.04
  1922      11        3.19      0.88
  1922      12        4.48      2.11
  1923      01        2.69      1.21
  1923      02        2.24      0.52
  1923      03        2.52      0.82
  1923      04        3.00      0.95
  1923      05        2.50      0.66
  1923      06        3.37      1.62
  1923      07        2.55      0.85
  1923      08        2.07      0.29
  1923      09        4.09      1.15
  1923      10        3.80      1.17
  1923      11        3.55      1.36
  1923      12        2.46      0.86
  1924      01        2.07      0.29
  1924      02        2.78      1.44
  1924      03        2.29      0.63
  1924      04        3.58      2.13
  1924      05        4.98      1.83
  1924      06        5.43      1.52
  1924      07        5.85      1.75
  1924      08        4.87      1.37
  1924      09        5.60      1.36
  1924      10        5.71      1.12
  1924      11        4.99      2.44
  1924      12        4.41      1.89
  1925      01        2.87      1.10
  1925      02        5.21      1.99
  1925      03        4.66      1.68
  1925      04        6.20      1.89
  1925      05        7.39      1.51
  1925      06        7.10      3.58
  1925      07        7.02      1.37
  1925      08        6.66      2.42
  1925      09        8.80      1.48
  1925      10        9.35      2.12
  1925      11        8.47      2.43
  1925      12       11.34      1.49
  1926      01        9.61      1.67
  1926      02        9.29      2.56
  1926      03        8.84      2.18
  1926      04        6.94      1.74
  1926      05        9.08      1.66
  1926      06        9.76      1.40
  1926      07        7.64      3.33
  1926      08        8.97      1.08
  1926      09        8.72      2.15
  1926      10        9.43      2.44
  1926      11        8.71      2.10
  1926      12       10.16      1.47
  1927      01       10.26      1.65
  1927      02       10.86      2.26
  1927      03        9.26      2.56
  1927      04       10.96      2.00
  1927      05       10.12      1.64
  1927      06        8.65      1.84
  1927      07        8.30      2.01
  1927      08        8.30      1.54
  1927      09        9.31      1.98
  1927      10        8.97      1.78
  1927      11        9.26      1.84
  1927      12        7.37      2.33
  1928      01       10.43      1.35
  1928      02        9.53      2.55
  1928      03       10.55      1.47
  1928      04       10.02      2.53
  1928      05        9.38      3.76
  1928      06       10.65      2.81
  1928      07       11.26      1.77
  1928      08       10.46      1.23
  1928      09       10.75      1.89
  1928      10        8.89      1.52
  1928      11        7.91      2.09
  1928      12        8.45      2.62
  1929      01        9.39      1.74
  1929      02        8.99      1.59
  1929      03        7.84      2.26
  1929      04        8.31      0.94
  1929      05        8.65      1.50
  1929      06        9.65      1.50
  1929      07        9.57      1.08
  1929      08        9.08      2.17
  1929      09        6.57      1.55
  1929      10        8.25      1.84
  1929      11       10.25      1.61
  1929      12       11.82      1.88
  1930      01        9.16      1.66
  1930      02        7.56      3.00
  1930      03        6.67      1.34
  1930      04        6.96      1.46
  1930      05        6.89      1.13
  1930      06        5.91      1.80
  1930      07        5.29      1.04
  1930      08        5.53      1.55
  1930      09        6.17      2.14
  1930      10        6.56      1.60
  1930      11        6.44      2.46
  1930      12        5.59      1.75
  1931      01        4.22      1.45
  1931      02        7.19      2.35
  1931      03        6.15      1.46
  1931      04        6.35      0.98
  1931      05        5.57      1.17
  1931      06        4.17      2.07
  1931      07        4.56      1.62
  1931      08        3.93      1.78
  1931      09        4.92      0.99
  1931      10        3.60      0.98
  1931      11        4.69      1.94
  1931      12        4.67      1.47
  1932      01        3.82      1.52
  1932      02        3.59      1.63
  1932      03        3.67      1.55
  1932      04        3.69      1.71
  1932      05        4.61      1.78
  1932      06        5.26      1.38
  1932      07        3.50      1.39
  1932      08        3.09      1.16
  1932      09        2.60      0.79
  1932      10        3.37      1.06
  1932      11        3.28      1.32
  1932      12        3.79      1.05
  1933      01        3.85      1.74
  1933      02        4.75      2.92
  1933      03        3.58      1.29
  1933      04        2.47      0.85
  1933      05        2.51      0.83
  1933      06        2.82      0.93
  1933      07        2.45      0.91
  1933      08        2.03      0.18
  1933      09        2.81      0.91
  1933      10        2.47      0.94
  1933      11        2.10      0.36
  1933      12        2.04      0.23
  1934      01        2.55      0.87
  1934      02        3.26      0.90
  1934      03        2.65      0.94
  1934      04        3.74      1.51
  1934      05        4.89      1.66
  1934      06        3.03      1.41
  1934      07        3.45      1.39
  1934      08        3.30      1.35
  1934      09        2.63      0.90
  1934      10        2.91      0.78
  1934      11        3.33      1.33
  1934      12        4.25      1.93
  1935      01        4.85      1.08
  1935      02        5.08      1.13
  1935      03        5.12      2.21
  1935      04        3.86      1.55
  1935      05        5.55      2.50
  1935      06        7.71      1.03
  1935      07        6.47      1.82
  1935      08        6.21      1.15
  1935      09        7.32      1.50
  1935      10        8.13      2.10
  1935      11        9.06      1.72
  1935      12        8.95      1.14
  1936      01        8.98      1.58
  1936      02        9.83      1.31
  1936      03       10.04      1.16
  1936      04        9.86      1.44
  1936      05        8.43      1.19
  1936      06        9.48      1.73
  1936      07        8.23      1.27
  1936      08       10.68      1.12
  1936      09        9.95      1.42
  1936      10       10.72      1.68
  1936      11       12.06      2.78
  1936      12       12.55      2.46
  1937      01       13.06      2.25
  1937      02       12.86      2.19
  1937      03       10.18      2.75
  1937      04       11.81      2.37
  1937      05       12.15      2.67
  1937      06       12.95      2.22
  1937      07       13.72      2.07
  1937      08       13.40      1.79
  1937      09       11.51      1.07
  1937      10       12.65      2.29
  1937      11        9.83      1.34
  1937      12       10.57      2.43
  1938      01       11.35      1.27
  1938      02       12.40      2.08
  1938      03       10.49      2.14
  1938      04       11.53      1.01
  1938      05       12.94      1.25
  1938      06       11.31      1.15
  1938      07       14.75      1.33
  1938      08       12.30      1.41
  1938      09       10.70      2.10
  1938      10       11.21      2.36
  1938      11       12.61      1.74
  1938      12       10.97      1.58
  1939      01       10.23      1.35
  1939      02       10.06      1.13
  1939      03        9.11      1.68
  1939      04       11.90      1.72
  1939      05       12.44      1.44
  1939      06       11.49      1.31
  1939      07       11.23      1.82
  1939      08       11.71      1.77
  1939      09       12.13      1.45
  1939      10       10.74      1.17
  1939      11        9.43      1.30
  1939      12        7.39      1.12
  1940      01        8.11      1.04
  1940      02        8.82      0.98
  1940      03       10.40      1.50
  1940      04        8.90      1.09
  1940      05        8.28      1.89
  1940      06       10.39      1.79
  1940      07        9.32      1.62
  1940      08       11.75      1.37
  1940      09        9.16      2.08
  1940      10        8.46      1.11
  1940      11        8.65      1.62
  1940      12        9.12      2.73
  1941      01        7.57      1.81
  1941      02        7.49      1.76
  1941      03        7.77      1.08
  1941      04        6.47      1.24
  1941      05        6.14      1.20
  1941      06        8.70      1.88
  1941      07        9.05      2.61
  1941      08        8.59      2.36
  1941      09        9.13      2.01
  1941      10        7.79      0.85
  1941      11        6.69      2.57
  1941      12        6.34      2.21
  1942      01        6.57      2.05
  1942      02        8.23      1.47
  1942      03        7.88      3.14
  1942      04        8.76      1.93
  1942      05        5.50      1.81
  1942      06        3.79      1.23
  1942      07        4.61      1.71
  1942      08        4.94      1.63
  1942      09        4.68      1.06
  1942      10        4.82      1.60
  1942      11        6.10      1.98
  1942      12        5.24      1.58
  1943      01        3.97      1.17
  1943      02        5.82      2.14
  1943      03        5.86      1.46
  1943      04        5.76      1.16
  1943      05        4.18      1.15
  1943      06        3.21      0.98
  1943      07        4.04      1.48
  1943      08        4.85      1.62
  1943      09        3.55      1.56
  1943      10        3.27      0.97
  1943      11        3.62      1.31
  1943      12        4.79      1.68
  1944      01        2.59      0.89
  1944      02        2.07      0.25
  1944      03        3.64      1.69
  1944      04        2.04      0.23
  1944      05        2.38      0.94
  1944      06        2.76      0.66
  1944      07        2.78      0.74
  1944      08        4.56      1.41
  1944      09        4.24      1.27
  1944      10        4.55      1.40
  1944      11        3.74      1.06
  1944      12        5.82      2.08
  1945      01        4.82      1.29
  1945      02        4.02      1.05
  1945      03        5.11      1.60
  1945      04        6.13      2.23
  1945      05        6.18      1.58
  1945      06        6.66      1.90
  1945      07        6.96      2.84
  1945      08        5.47      2.18
  1945      09        6.49      2.08
  1945      10        9.45      1.29
  1945      11        7.75      0.94
  1945      12        5.93      1.09
  1946      01        7.64      2.17
  1946      02       10.59      1.38
  1946      03       10.00      1.25
  1946      04        9.92      1.35
  1946      05       10.32      2.50
  1946      06        9.69      1.95
  1946      07       12.31      1.61
  1946      08       11.87      1.04
  1946      09       11.03      1.89
  1946      10       11.51      1.74
  1946      11       12.70      1.67
  1946      12       12.63      1.38
  1947      01        8.35      1.82
  1947      02        9.07      1.34
  1947      03        8.86      1.86
  1947      04        9.57      1.78
  1947      05       11.18      1.66
  1947      06       10.07      1.57
  1947      07        9.94      1.01
  1947      08       10.71      2.24
  1947      09       10.24      1.59
  1947      10       10.03      1.73
  1947      11        8.82      1.76
  1947      12        8.55      0.72
  1948      01        8.24      0.68
  1948      02        7.33      0.78
  1948      03        7.61      1.44
  1948      04       10.95      0.77
  1948      05       10.32      2.00
  1948      06       10.28      0.81
  1948      07        9.44      0.93
  1948      08        9.93      1.13
  1948      09        9.32      1.90
  1948      10        9.15      1.54
  1948      11        7.71      0.86
  1948      12        9.20      1.57
  1949      01        8.61      1.06
  1949      02       10.70      1.04
  1949      03        9.91      1.02
  1949      04        9.62      0.77
  1949      05        8.14      0.90
  1949      06        8.66      1.37
  1949      07        8.75      1.62
  1949      08        8.63      1.97
  1949      09        9.49      1.40
  1949      10        8.97      1.67
  1949      11        9.51      0.61
  1949      12        8.58      0.74
  1950      01        7.94      1.06
  1950      02        7.40      2.27
  1950      03        8.22      1.27
  1950      04        8.41      0.98
  1950      05        8.09      1.24
  1950      06        7.20      0.83
  1950      07        7.52      0.87
  1950      08        7.28      0.79
  1950      09        5.60      1.05
  1950      10        6.08      1.31
  1950      11        5.75      1.24
  1950      12        5.35      2.38
  1951      01        5.92      1.70
  1951      02        6.10      0.71
  1951      03        5.82      1.16
  1951      04        7.46      1.72
  1951      05        7.89      2.55
  1951      06        7.69      2.11
  1951      07        6.06      1.40
  1951      08        5.93      1.79
  1951      09        7.12      1.29
  1951      10        5.56      1.25
  1951      11        5.71      0.56
  1951      12        5.24      1.21
  1952      01        4.96      1.09
  1952      02        3.33      1.90
  1952      03        3.04      2.23
  1952      04        4.22      0.96
  1952      05        3.77      1.01
  1952      06        4.59      1.49
  1952      07        4.76      1.54
  1952      08        5.80      0.99
  1952      09        3.95      1.61
  1952      10        3.74      1.19
  1952      11        3.57      1.29
  1952      12        4.37      1.64
  1953      01        3.49      2.17
  1953      02        1.04      1.31
  1953      03        1.98      1.67
  1953      04        3.48      2.36
  1953      05        2.42      1.61
  1953      06        3.70      0.85
  1953      07        1.75      1.68
  1953      08        3.08      2.37
  1953      09        3.38      1.14
  1953      10        1.98      1.34
  1953      11        0.44      0.99
  1953      12        0.73      1.14
  1954      01        0.07      0.41
  1954      02        0.16      0.59
  1954      03        1.91      1.89
  1954      04        0.50      1.01
  1954      05        0.23      0.71
  1954      06        0.08      0.41
  1954      07        1.37      1.26
  1954      08        1.96      1.41
  1954      09        0.47      0.93
  1954      10        1.70      1.41
  1954      11        1.65      1.84
  1954      12        1.61      1.62
  1955      01        3.79      0.86
  1955      02        3.42      1.38
  1955      03        1.18      1.43
  1955      04        2.12      1.75
  1955      05        3.91      1.79
  1955      06        4.05      1.93
  1955      07        3.82      1.59
  1955      08        4.80      1.71
  1955      09        4.91      1.72
  1955      10        5.56      2.46
  1955      11        7.39      1.27
  1955      12        6.92      0.61
  1956      01        6.67      1.38
  1956      02        8.37      2.90
  1956      03        8.62      0.59
  1956      04        8.20      1.69
  1956      05        9.25      0.89
  1956      06        8.53      0.96
  1956      07        8.93      1.36
  1956      08       10.31      0.97
  1956      09       10.41      1.25
  1956      10        9.89      0.81
  1956      11       11.21      1.42
  1956      12       11.02      0.70
  1957      01       10.14      1.31
  1957      02        9.06      0.48
  1957      03        9.94      0.80
  1957      04       10.47      1.25
  1957      05       10.14      1.07
  1957      06       11.23      1.16
  1957      07       10.79      1.44
  1957      08        9.91      1.35
  1957      09       12.20      1.17
  1957      10       12.69      0.76
  1957      11       11.54      0.75
  1957      12       12.24      1.62
  1958      01       11.24      1.39
  1958      02       10.20      0.53
  1958      03       10.89      1.59
  1958      04       11.05      1.48
  1958      05       10.44      1.42
  1958      06       10.36      1.15
  1958      07       10.96      1.08
  1958      08       11.23      1.02
  1958      09       11.26      0.88
  1958      10       10.65      1.26
  1958      11        9.62      1.99
  1958      12       10.78      1.68
  1959      01       11.68      1.22
  1959      02        9.45      1.09
  1959      03       10.80      1.04
  1959      04       10.10      1.12
  1959      05       10.32      1.58
  1959      06       10.33      0.42
  1959      07        9.68      0.97
  1959      08       11.19      1.20
  1959      09        9.49      1.39
  1959      10        8.35      0.80
  1959      11        8.78      1.18
  1959      12        8.84      0.95
  1960      01        9.56      1.07
  1960      02        8.04      1.52
  1960      03        7.95      1.12
  1960      04        8.74      0.83
  1960      05        8.66      0.70
  1960      06        8.23      1.26
  1960      07        8.70      1.11
  1960      08        8.80      2.73
  1960      09        8.86      1.34
  1960      10        7.08      1.45
  1960      11        7.41      1.24
  1960      12        7.27      1.06
  1961      01        5.89      1.37
  1961      02        5.33      0.85
  1961      03        5.66      1.18
  1961      04        6.15      0.88
  1961      05        5.58      0.97
  1961      06        6.84      1.42
  1961      07        6.56      1.03
  1961      08        5.73      1.62
  1961      09        6.26      0.94
  1961      10        4.71      1.30
  1961      11        4.18      1.84
  1961      12        4.53      2.21
  1962      01        4.60      1.88
  1962      02        5.34      1.89
  1962      03        5.16      1.56
  1962      04        5.26      1.35
  1962      05        5.19      0.81
  1962      06        5.11      0.67
  1962      07        3.63      1.05
  1962      08        3.41      1.60
  1962      09        5.62      0.90
  1962      10        4.92      0.95
  1962      11        3.92      1.46
  1962      12        3.53      1.61
  1963      01        3.49      0.94
  1963      02        3.83      1.14
  1963      03        3.21      1.05
  1963      04        3.75      2.15
  1963      05        5.09      1.14
  1963      06        4.59      1.39
  1963      07        3.49      0.94
  1963      08        4.39      1.42
  1963      09        4.50      2.10
  1963      10        4.47      1.55
  1963      11        3.72      1.18
  1963      12        2.81      1.42
  1964      01        3.14      0.79
  1964      02        2.79      1.93
  1964      03        3.12      1.16
  1964      04        2.12      1.24
  1964      05        2.38      1.00
  1964      06        2.00      1.51
  1964      07        0.89      1.21
  1964      08        1.95      1.60
  1964      09        1.13      1.42
  1964      10        1.46      1.45
  1964      11        1.83      1.36
  1964      12        2.81      1.51
  1965      01        3.24      1.08
  1965      02        2.84      1.25
  1965      03        2.61      1.13
  1965      04        1.61      1.46
  1965      05        3.17      2.32
  1965      06        2.94      1.40
  1965      07        2.25      1.70
  1965      08        2.05      1.39
  1965      09        3.11      1.24
  1965      10        3.24      1.65
  1965      11        2.71      1.75
  1965      12        3.02      1.46
  1966      01        3.83      1.86
  1966      02        3.88      0.97
  1966      03        3.75      1.52
  1966      04        5.47      0.84
  1966      05        5.12      1.50
  1966      06        5.40      0.91
  1966      07        5.94      0.56
  1966      08        5.43      1.69
  1966      09        5.52      1.07
  1966      10        5.93      0.91
  1966      11        5.93      0.87
  1966      12        6.51      1.40
  1967      01        8.30      1.12
  1967      02        7.59      1.17
  1967      03        8.26      1.52
  1967      04        6.55      0.85
  1967      05        7.00      2.39
  1967      06        6.32      1.61
  1967      07        7.49      1.25
  1967      08        8.19      0.79
  1967      09        6.85      1.25
  1967      10        7.36      1.23
  1967      11        7.58      1.46
  1967      12        8.89      0.89
  1968      01        8.60      1.73
  1968      02        8.27      1.49
  1968      03        7.51      1.32
  1968      04        7.09      0.93
  1968      05        8.93      0.73
  1968      06        8.33      0.48
  1968      07        7.62      1.62
  1968      08        8.21      1.28
  1968      09        8.52      1.16
  1968      10        8.20      0.87
  1968      11        7.35      0.43
  1968      12        8.29      0.83
  1969      01        8.05      1.00
  1969      02        8.55      1.73
  1969      03        9.19      1.17
  1969      04        8.12      1.16
  1969      05        8.54      1.64
  1969      06        7.87      2.27
  1969      07        7.70      1.38
  1969      08        7.60      2.00
  1969      09        7.53      0.94
  1969      10        7.65      1.34
  1969      11        7.63      0.80
  1969      12        7.73      1.47
  1970      01        8.24      1.62
  1970      02        8.92      1.04
  1970      03        7.96      1.28
  1970      04        8.20      1.32
  1970      05        8.94      0.79
  1970      06        8.10      1.31
  1970      07        8.32      1.31
  1970      08        7.62      0.83
  1970      09        7.88      0.85
  1970      10        7.32      1.05
  1970      11        7.70      0.91
  1970      12        7.20      0.75
  1971      01        7.53      0.92
  1971      02        7.00      0.79
  1971      03        6.14      0.71
  1971      04        6.62      1.19
  1971      05        5.95      0.93
  1971      06        5.45      1.38
  1971      07        7.09      0.84
  1971      08        6.11      1.12
  1971      09        5.50      1.17
  1971      10        5.62      1.04
  1971      11        6.21      1.09
  1971      12        7.15      0.86
  1972      01        6.08      1.31
  1972      02        7.27      1.71
  1972      03        7.00      1.24
  1972      04        6.24      0.89
  1972      05        6.97      1.49
  1972      06        7.39      0.81
  1972      07        6.90      0.73
  1972      08        6.84      1.27
  1972      09        6.27      1.05
  1972      10        6.00      1.65
  1972      11        4.97      1.36
  1972      12        5.26      0.99
  1973      01        5.06      1.32
  1973      02        5.09      1.14
  1973      03        5.29      1.08
  1973      04        5.92      1.17
  1973      05        5.02      1.29
  1973      06        4.86      1.22
  1973      07        3.65      1.28
  1973      08        3.51      2.03
  1973      09        5.68      2.30
  1973      10        3.90      2.09
  1973      11        3.35      2.04
  1973      12        3.25      2.10
  1974      01        3.53      2.28
  1974      02        3.83      1.46
  1974      03        3.65      0.92
  1974      04        4.88      1.38
  1974      05        4.27      2.63
  1974      06        4.62      1.29
  1974      07        5.83      1.08
  1974      08        4.46      1.26
  1974      09        4.72      1.80
  1974      10        5.08      2.03
  1974      11        3.93      0.90
  1974      12        3.30      1.57
  1975      01        3.35      1.16
  1975      02        2.22      1.65
  1975      03        2.32      1.56
  1975      04        1.17      1.49
  1975      05        1.79      1.68
  1975      06        2.24      1.64
  1975      07        4.24      0.54
  1975      08        4.70      1.82
  1975      09        2.64      1.54
  1975      10        2.09      1.41
  1975      11        3.12      1.70
  1975      12        1.74      1.56
  1976      01        1.60      1.72
  1976      02        1.06      1.38
  1976      03        3.34      1.74
  1976      04        3.38      1.06
  1976      05        2.56      1.39
  1976      06        2.47      1.48
  1976      07        0.56      1.04
  1976      08        3.27      0.64
  1976      09        2.84      1.10
  1976      10        3.46      1.27
  1976      11        1.35      1.37
  1976      12        2.80      1.51
  1977      01        2.91      1.54
  1977      02        3.54      1.57
  1977      03        2.14      1.23
  1977      04        2.68      1.25
  1977      05        3.32      1.14
  1977      06        4.81      1.19
  1977      07        3.33      1.64
  1977      08        4.35      0.56
  1977      09        5.20      0.85
  1977      10        5.22      0.54
  1977      11        4.23      0.91
  1977      12        5.14      0.95
  1978      01        5.45      1.80
  1978      02        7.60      1.10
  1978      03        6.89      0.74
  1978      04        7.89      0.74
  1978      05        7.19      0.58
  1978      06        7.54      1.78
  1978      07        6.48      1.60
  1978      08        5.98      0.88
  1978      09        9.29      1.03
  1978      10        8.84      0.98
  1978      11        7.81      0.89
  1978      12        8.70      1.29
  1979      01       10.26      0.58
  1979      02        9.28      0.87
  1979      03        9.32      0.50
  1979      04        7.94      0.97
  1979      05        9.16      1.00
  1979      06        9.63      1.36
  1979      07        9.98      1.13
  1979      08        9.37      1.41
  1979      09       10.89      1.03
  1979      10       10.83      0.73
  1979      11       10.66      1.64
  1979      12       10.44      1.71
  1980      01        9.98      1.25
  1980      02        9.83      1.08
  1980      03        8.73      1.88
  1980      04       10.11      1.27
  1980      05       10.62      1.17
  1980      06        9.94      0.81
  1980      07        9.14      1.68
  1980      08        9.08      1.77
  1980      09        9.81      1.38
  1980      10       10.14      1.30
  1980      11        9.60      1.20
  1980      12       10.46      0.98
  1981      01        8.70      3.60
  1981      02       12.04      3.95
  1981      03       11.24      4.36
  1981      04       13.05      5.68
  1981      05       13.08      4.20
  1981      06        9.62      2.62
  1981      07       12.01      4.74
  1981      08       13.25      4.15
  1981      09       15.07     12.23
  1981      10       11.39      4.75
  1981      11       13.11      8.46
  1981      12       10.77      4.34
  1982      01        9.62      3.30
  1982      02       11.80      5.75
  1982      03       11.12      2.71
  1982      04        7.94      2.84
  1982      05        7.85      3.04
  1982      06       10.44      3.84
  1982      07       12.23      7.78
  1982      08       11.18      3.79
  1982      09        9.25      3.55
  1982      10        9.79      3.02
  1982      11       13.45     10.34
  1982      12       13.77      6.19
  1983      01        7.94      3.49
  1983      02        5.53      3.22
  1983      03        6.55      3.18
  1983      04        8.93      3.51
  1983      05        8.84      3.28
  1983      06        7.84      2.33
  1983      07        7.13      1.96
  1983      08        7.99      2.64
  1983      09        5.28      1.57
  1983      10        6.47      2.95
  1983      11        5.51      4.41
  1983      12        5.01      2.27
  1984      01        5.85      2.96
  1984      02        7.93      2.43
  1984      03        8.53      2.36
